ENSG00000257438.1
ENSG00000078081.7
ENSG00000145692.14
ENSG00000205678.7
ENSG00000248746.5
ENSG00000123689.5
ENSG00000233038.5
ENSG00000249695.6
ENSG00000107551.20
ENSG00000261488.1
ENSG00000146352.12
ENSG00000222041.10
ENSG00000280010.1
ENSG00000124469.11
ENSG00000132855.4
ENSG00000249992.1
ENSG00000141579.6
ENSG00000247853.2
ENSG00000163157.14
ENSG00000181333.11
ENSG00000229415.9
ENSG00000125618.16
ENSG00000130649.9
ENSG00000259539.1
ENSG00000269720.2
ENSG00000186638.16
ENSG00000272870.1
ENSG00000167748.10
ENSG00000255974.7
ENSG00000166523.7
ENSG00000223920.2
ENSG00000145192.12
ENSG00000171246.5
ENSG00000133063.15
ENSG00000244414.6
ENSG00000243051.3
ENSG00000211664.2
ENSG00000224897.6
ENSG00000163737.3
ENSG00000118298.10
ENSG00000113905.4
ENSG00000267467.3
ENSG00000106927.11
ENSG00000163380.15
ENSG00000069011.15
ENSG00000213866.3
ENSG00000174844.14
ENSG00000099812.8
ENSG00000203710.10
ENSG00000054356.13
ENSG00000109255.11
ENSG00000042980.12
ENSG00000052344.15
ENSG00000276952.1
ENSG00000250120.6
ENSG00000116690.12
ENSG00000279319.1
ENSG00000236031.1
ENSG00000167754.12
ENSG00000234500.1
ENSG00000243955.5
ENSG00000146192.14
ENSG00000122592.7
ENSG00000189334.8
ENSG00000143839.14
ENSG00000077327.15
ENSG00000174500.12
ENSG00000116741.7
ENSG00000279400.1
ENSG00000134207.14
ENSG00000224389.8
ENSG00000214511.3
ENSG00000177613.8
ENSG00000197893.13
ENSG00000090382.6
ENSG00000188001.9
ENSG00000244437.1
ENSG00000113645.14
ENSG00000106004.4
ENSG00000143318.12
ENSG00000092607.13
ENSG00000232368.1
ENSG00000143536.7
ENSG00000077522.12
ENSG00000281106.2
ENSG00000185479.5
ENSG00000196664.4
ENSG00000073150.13
ENSG00000227512.1
ENSG00000196415.9
ENSG00000080224.17
ENSG00000131080.14
ENSG00000211973.2
ENSG00000211951.2
ENSG00000176092.14
ENSG00000143257.11
ENSG00000137648.17
ENSG00000226822.2
ENSG00000211904.2
ENSG00000168907.13
ENSG00000241350.1
ENSG00000281189.1
ENSG00000188064.9
ENSG00000259719.5
ENSG00000159189.11
ENSG00000189377.8
ENSG00000219642.2
ENSG00000236778.7
ENSG00000259207.7
ENSG00000211970.3
ENSG00000198099.8
ENSG00000088726.15
ENSG00000232216.1
ENSG00000100170.9
ENSG00000172137.18
ENSG00000261434.1
ENSG00000130943.6
ENSG00000179751.6
ENSG00000198203.9
ENSG00000198353.7
ENSG00000130844.16
ENSG00000163687.13
ENSG00000159173.18
ENSG00000211679.2
ENSG00000162069.14
ENSG00000274929.1
ENSG00000260804.3
ENSG00000181418.7
ENSG00000166927.12
ENSG00000166860.2
ENSG00000053918.15
ENSG00000250241.5
ENSG00000267277.1
ENSG00000258810.1
ENSG00000211640.4
ENSG00000149599.15
