split_id,tissue,MSE,R_squared,threshold_log2fold
cmn205002,pituitary,60.13502441256802,0.5373699323955843,50
cmn205002,skin_sun_exposed_lower_leg,43.07923420736961,0.6431708216327643,50
cmn205002,nerve_tibial,40.63572375599316,0.6578146161723366,50
cmn205002,colon_sigmoid,53.826007336714,0.4496803282751196,50
cmn205002,pancreas,46.3754808879957,0.5759360184768092,50
cmn205002,liver,63.96658980064373,0.1962278687832788,60
cmn205002,artery_aorta,27.216484370577533,0.7508919813484878,60
cmn205002,artery_coronary,61.36323915443777,0.1345792511008489,60
cmn205002,brain_cortex,61.98450204131765,0.5344898273066394,60
cmn205002,brain_cerebellum,58.05456452423706,0.5817747880855407,60
cmn205002,heart_atrial_appendage,39.63380290171854,0.5411480194985848,60
cmn205002,adipose_subcutaneous,60.018987494615075,0.4984045223323621,60
cmn205002,lung,66.21808140929225,0.4022111296709031,60
cmn205002,adrenal_gland,57.47674325772428,0.5595544445069832,60
cmn205002,pituitary,60.310697739543244,0.5360184444078642,60
cmn205002,skin_sun_exposed_lower_leg,42.27776920412625,0.6498094284664135,60
cmn205002,nerve_tibial,39.64202141830319,0.6661823868037811,60
cmn205002,colon_sigmoid,54.34353970246188,0.4443890526312896,60
cmn205002,pancreas,48.31112929527385,0.5582361746217803,60
cmn205002,liver,61.96973410902147,0.2213193573242438,70
cmn205002,artery_aorta,26.807407957786218,0.7546361906769224,70
cmn205002,artery_coronary,61.43616098460373,0.13355081671989177,70
cmn205002,brain_cortex,60.53423543177308,0.5453814830855386,70
cmn205002,brain_cerebellum,58.85620938800404,0.5759997367045402,70
cmn205002,heart_atrial_appendage,37.87394727594969,0.5615223762385377,70
cmn205002,adipose_subcutaneous,62.00051200129949,0.4818443674058952,70
cmn205002,lung,64.82090585184797,0.41482424047629773,70
cmn205002,adrenal_gland,57.9522511379206,0.5559106170984734,70
cmn205002,pituitary,59.80525563102732,0.5399069057349701,70
cmn205002,skin_sun_exposed_lower_leg,41.33815851795349,0.6575923084386566,70
cmn205002,nerve_tibial,38.93321118310408,0.6721511374491247,70
cmn205002,colon_sigmoid,53.161587655564084,0.45647338685237304,70
cmn205002,pancreas,49.72649835507458,0.5452938389881418,70
cmn205002,liver,61.817870330883224,0.2232276015027943,80
cmn205002,artery_aorta,26.552271268165008,0.756971414961274,80
cmn205002,artery_coronary,61.12424461429029,0.1379498494715884,80
cmn205002,brain_cortex,59.73033333999598,0.551418872904727,80
cmn205002,brain_cerebellum,59.517255854548296,0.5712375564897466,80
cmn205002,heart_atrial_appendage,37.694355414891255,0.5636015630713769,80
cmn205002,adipose_subcutaneous,58.80630051487529,0.5085392868503152,80
cmn205002,lung,62.9460218498363,0.4317499013487883,80
cmn205002,adrenal_gland,58.0731208180817,0.5549843900646607,80
cmn205002,pituitary,60.13179781278512,0.5373947552353565,80
cmn205002,skin_sun_exposed_lower_leg,40.470365760128004,0.6647803140396227,80
cmn205002,nerve_tibial,39.27166011105687,0.6693011260401238,80
cmn205002,colon_sigmoid,52.6830543711382,0.46136593402473336,80
cmn205002,pancreas,48.31825090185256,0.5581710536401154,80
cmn205002,liver,63.9412213937042,0.19654663547968876,90
cmn205002,artery_aorta,25.793464187925114,0.7639166517421729,90
cmn205002,artery_coronary,63.09896124098972,0.11009993858861244,90
cmn205002,brain_cortex,58.282560544307145,0.562291799877547,90
cmn205002,brain_cerebellum,58.861459295319264,0.5759619163605683,90
cmn205002,heart_atrial_appendage,36.736230590948985,0.574694050817851,90
cmn205002,adipose_subcutaneous,59.16119776292654,0.5055733112134358,90
cmn205002,lung,63.311892620602,0.4284469745637218,90
cmn205002,adrenal_gland,58.117358675150605,0.5546453943869973,90
cmn205002,pituitary,61.505214084054714,0.526828805214828,90
cmn205002,skin_sun_exposed_lower_leg,43.22212225691914,0.64198726704417,90
cmn205002,nerve_tibial,39.84672262008084,0.6644586385146924,90
cmn205002,colon_sigmoid,52.340268576993815,0.4648705923681513,90
cmn205002,pancreas,52.00392097544183,0.5244687632043152,90
cmn205002,liver,63.82264941443877,0.19803655158704703,100
cmn205002,artery_aorta,26.11329332429344,0.7609893081006163,100
cmn205002,artery_coronary,63.559072448650504,0.10361087785131129,100
cmn205002,brain_cortex,58.37130112617408,0.5616253487126694,100
cmn205002,brain_cerebellum,59.145109050309145,0.5739185028949381,100
cmn205002,heart_atrial_appendage,38.36427308884691,0.5558457327204589,100
cmn205002,adipose_subcutaneous,62.177423079024834,0.48036587201234493,100
cmn205002,lung,62.16448066707007,0.4388053250460374,100
cmn205002,adrenal_gland,58.21783567997212,0.5538754368755836,100
cmn205002,pituitary,60.26280665635765,0.5363868795297957,100
cmn205002,skin_sun_exposed_lower_leg,47.32351459016805,0.6080150648135063,100
cmn205002,nerve_tibial,38.77005714640598,0.6735250252874663,100
cmn205002,colon_sigmoid,51.072306286048345,0.4778342994353981,100
cmn205002,pancreas,55.49005450156889,0.4925910632882461,100
cmn205002,liver,63.28176893001262,0.20483298486660206,110
cmn205002,artery_aorta,27.987686032255816,0.7438332989960708,110
cmn205002,artery_coronary,63.35427969539656,0.10649912006818796,110
cmn205002,brain_cortex,59.87723340700209,0.5503156378490497,110
cmn205002,brain_cerebellum,61.50623167354661,0.5569089702672796,110
cmn205002,heart_atrial_appendage,38.26023366368265,0.5570502271870945,110
cmn205002,adipose_subcutaneous,59.58706328801546,0.5020142338214968,110
cmn205002,lung,58.923742449161125,0.46806134088167994,110
cmn205002,adrenal_gland,56.8469906374935,0.5643802527716756,110
cmn205002,pituitary,60.43029347921056,0.5350983718599942,110
cmn205002,skin_sun_exposed_lower_leg,50.07608710885053,0.5852152586352044,110
cmn205002,nerve_tibial,39.359425384650564,0.6685620720488197,110
cmn205002,colon_sigmoid,53.07094376864732,0.4574001342847036,110
cmn205002,pancreas,55.00702778578714,0.49700792815636874,110
cmn205002,liver,61.73122934898157,0.2243162886891964,120
cmn205002,artery_aorta,27.691315753290013,0.746545927562462,120
cmn205002,artery_coronary,65.25656073457824,0.07967078596734367,120
cmn205002,brain_cortex,63.587922845195116,0.5224479673137079,120
cmn205002,brain_cerebellum,61.51354126172773,0.5568563119777703,120
cmn205002,heart_atrial_appendage,39.41009307561915,0.5437379727518186,120
cmn205002,adipose_subcutaneous,57.93331914952244,0.5158350364660247,120
cmn205002,lung,58.76505372089154,0.46949391569489285,120
cmn205002,adrenal_gland,56.601139521380205,0.5662642153149178,120
cmn205002,pituitary,61.56334541145431,0.5263815899656863,120
cmn205002,skin_sun_exposed_lower_leg,54.15663299144296,0.5514157294335879,120
cmn205002,nerve_tibial,42.59075455028567,0.6413516889520181,120
cmn205002,colon_sigmoid,55.40268509184637,0.4335602995463951,120
cmn205002,pancreas,60.188632205284534,0.44962660167229107,120
cmn205002,liver,63.139025233887885,0.20662663066215725,130
cmn205002,artery_aorta,27.54638439930211,0.7478724604805576,130
cmn205002,artery_coronary,66.14936656969466,0.06707932721948662,130
cmn205002,brain_cortex,65.90537284890766,0.5050436724350083,130
cmn205002,brain_cerebellum,61.01689250872238,0.5604341706986982,130
cmn205002,heart_atrial_appendage,41.57276588653566,0.5187000851454648,130
cmn205002,adipose_subcutaneous,62.28780510197204,0.47944337855090335,130
cmn205002,lung,57.311195297557774,0.4826187354723075,130
cmn205002,adrenal_gland,56.299332794583044,0.5685769669410781,130
cmn205002,pituitary,60.68283180193474,0.5331555469845433,130
cmn205002,skin_sun_exposed_lower_leg,56.05962804785613,0.5356530499219669,130
cmn205002,nerve_tibial,45.0420688025122,0.6207096569971513,130
cmn205002,colon_sigmoid,57.284367300324334,0.4143218907084091,130
cmn205002,pancreas,64.28317026553425,0.412185564316338,130
cmn205002,liver,63.513590643683116,0.20192002931527497,140
cmn205002,artery_aorta,28.1851646250133,0.7420258098178913,140
cmn205002,artery_coronary,65.58957785920467,0.07497416412400992,140
cmn205002,brain_cortex,74.73328784023158,0.438745096229714,140
cmn205002,brain_cerebellum,71.3327499536512,0.4861187107285605,140
cmn205002,heart_atrial_appendage,43.20176562976457,0.49984068474247023,140
cmn205002,adipose_subcutaneous,67.19822524834697,0.4384056229724589,140
cmn205002,lung,54.691456822306975,0.5062686279238591,140
cmn205002,adrenal_gland,54.73730209391271,0.5805468427666614,140
cmn205002,pituitary,62.33756559629992,0.5204253682803257,140
cmn205002,skin_sun_exposed_lower_leg,53.296740153626004,0.5585382992853427,140
cmn205002,nerve_tibial,43.73940047095082,0.6316791690873531,140
cmn205002,colon_sigmoid,56.20620721171953,0.42534505098697495,140
cmn205002,pancreas,71.3389460414484,0.34766654885867754,140
cmn205002,liver,64.25945972709572,0.19254781196475468,150
cmn205002,artery_aorta,28.508845635644473,0.7390632106028135,150
cmn205002,artery_coronary,65.61022588802821,0.07468295993052221,150
cmn205002,brain_cortex,75.65334720655233,0.4318353529810126,150
cmn205002,brain_cerebellum,72.86878427734486,0.4750531160453645,150
cmn205002,heart_atrial_appendage,47.29130523241171,0.45249490390314917,150
cmn205002,adipose_subcutaneous,76.48454358066661,0.3607972614503402,150
cmn205002,lung,54.65435186250896,0.506603595828836,150
cmn205002,adrenal_gland,51.67538133425568,0.6040104093054893,150
cmn205002,pituitary,63.045132882195325,0.5149819198988521,150
cmn205002,skin_sun_exposed_lower_leg,50.94302930465479,0.5780342983160953,150
cmn205002,nerve_tibial,39.56267401645689,0.6668505555638491,150
cmn205002,colon_sigmoid,57.37562871942462,0.4133888295975182,150
cmn205002,pancreas,69.29010864190364,0.36640140892930306,150
cmn205002,liver,63.68202286873684,0.19980359433071615,160
cmn205002,artery_aorta,28.320602527272328,0.740786168906792,160
cmn205002,artery_coronary,67.55846330473226,0.04720649181328429,160
cmn205002,brain_cortex,77.82022780028979,0.4155618503121644,160
cmn205002,brain_cerebellum,83.02261988327447,0.40190486176362583,160
cmn205002,heart_atrial_appendage,47.26969936860651,0.4527450412271411,160
cmn205002,adipose_subcutaneous,92.2939110927637,0.22867395214651287,160
cmn205002,lung,54.240158684189716,0.5103427568992855,160
cmn205002,adrenal_gland,51.39197462291317,0.6061821612060447,160
cmn205002,pituitary,64.80287531526874,0.5014592763381729,160
cmn205002,skin_sun_exposed_lower_leg,53.23564848685232,0.559044327065572,160
cmn205002,nerve_tibial,46.1167588348631,0.6116599050246267,160
cmn205002,colon_sigmoid,62.50517785061387,0.3609440741038805,160
cmn205002,pancreas,78.5477727778361,0.2817480136886259,160
cmn205002,liver,63.53722500581651,0.20162305175744188,170
cmn205002,artery_aorta,29.18908985428209,0.7328370468119034,170
cmn205002,artery_coronary,65.01390988221789,0.08309295020222385,170
cmn205002,brain_cortex,95.04617492391662,0.28619316368496495,170
cmn205002,brain_cerebellum,84.55727134574737,0.39084922921573895,170
cmn205002,heart_atrial_appendage,47.08526776642285,0.45488025914046804,170
cmn205002,adipose_subcutaneous,126.64492603945459,-0.05840709453224857,170
cmn205002,lung,54.72658716871769,0.5059514859945221,170
cmn205002,adrenal_gland,54.35261641515438,0.5834946976357376,170
cmn205002,pituitary,65.35101456209735,0.49724233788518124,170
cmn205002,skin_sun_exposed_lower_leg,60.22237960289131,0.5011726037287979,170
cmn205002,nerve_tibial,45.907339437858695,0.6134233843015116,170
cmn205002,colon_sigmoid,60.918591684241875,0.37716540690270994,170
cmn205002,pancreas,87.8670623918969,0.19653110632650062,170
cmn205002,liver,64.12393688384692,0.19425072413947142,180
cmn205002,artery_aorta,31.288882981350675,0.7136179846310586,180
cmn205002,artery_coronary,67.16947554646056,0.05269248117295344,180
cmn205002,brain_cortex,95.0965252828541,0.2858150271587001,180
cmn205002,brain_cerebellum,83.05684544209801,0.401658300761762,180
cmn205002,heart_atrial_appendage,51.984079830600926,0.3981652973356077,180
cmn205002,adipose_subcutaneous,169.8630997119112,-0.41959346857935764,180
cmn205002,lung,65.57538023374066,0.4080131644250883,180
cmn205002,adrenal_gland,54.76897942959393,0.5803040986423451,180
cmn205002,pituitary,66.0397543101268,0.4919437332981659,180
cmn205002,skin_sun_exposed_lower_leg,60.89026109689351,0.49564048113803194,180
cmn205002,nerve_tibial,45.68848342508573,0.6152663274513224,180
cmn205002,colon_sigmoid,62.272033004469634,0.3633277581544515,180
cmn205002,pancreas,95.30793359638358,0.1284907235950158,180
cmn205002,liver,64.02913241583744,0.19544198960380743,190
cmn205002,artery_aorta,33.4293726903843,0.6940264333086641,190
cmn205002,artery_coronary,71.38606479847095,-0.006775106890494431,190
cmn205002,brain_cortex,99.9001072376185,0.24973961811825096,190
cmn205002,brain_cerebellum,89.29625448947928,0.35670958411136666,190
cmn205002,heart_atrial_appendage,51.55154331513152,0.40317289747063567,190
cmn205002,adipose_subcutaneous,156.3972350872002,-0.30705546884642865,190
cmn205002,lung,72.52978242493027,0.3452317587846937,190
cmn205002,adrenal_gland,55.225392617480054,0.5768065942835569,190
cmn205002,pituitary,70.6846629248656,0.4562095765826023,190
cmn205002,skin_sun_exposed_lower_leg,65.74607668115375,0.45541932314590616,190
cmn205002,nerve_tibial,46.21022700089462,0.6108728281052833,190
cmn205002,colon_sigmoid,67.38978335575493,0.31100363395049657,190
cmn205002,pancreas,104.78416203576973,0.041838745332304694,190
cmn205002,liver,62.41757097710191,0.21569206352890058,200
cmn205002,artery_aorta,36.585748790035076,0.665136640431778,200
cmn205002,artery_coronary,75.91813721337226,-0.07069203105249766,200
cmn205002,brain_cortex,100.0858488983869,0.24834467858121945,200
cmn205002,brain_cerebellum,106.43756901303205,0.23322351617070858,200
cmn205002,heart_atrial_appendage,52.81114092171968,0.38859017226884185,200
cmn205002,adipose_subcutaneous,139.46531370102093,-0.16555066261667561,200
cmn205002,lung,85.43972684307144,0.22868623337101024,200
cmn205002,adrenal_gland,63.60698655871898,0.512578254434643,200
cmn205002,pituitary,69.66187170429365,0.46407810205740885,200
cmn205002,skin_sun_exposed_lower_leg,64.38456842145021,0.4666968187325642,200
cmn205002,nerve_tibial,84.22187656190964,0.2907842535037244,200
cmn205002,colon_sigmoid,69.93229576956477,0.2850088655075864,200
cmn205002,pancreas,96.8915707529839,0.11400972059392722,200
cmn205002,liver,62.70288641681615,0.21210693260722924,210
cmn205002,artery_aorta,36.21719264394624,0.66850997440335,210
cmn205002,artery_coronary,77.72285589571113,-0.09614441940656082,210
cmn205002,brain_cortex,98.16107963016428,0.26279989956287586,210
cmn205002,brain_cerebellum,107.21231410699245,0.22764225079120504,210
cmn205002,heart_atrial_appendage,57.1836097676446,0.33796883788393495,210
cmn205002,adipose_subcutaneous,140.46020060404098,-0.17386521093174667,210
cmn205002,lung,113.01300216853208,-0.02023365010008127,210
cmn205002,adrenal_gland,68.34134216877797,0.476298782627693,210
cmn205002,pituitary,70.22298818305815,0.45976132731522523,210
cmn205002,skin_sun_exposed_lower_leg,73.48024058327378,0.3913565466985266,210
cmn205002,nerve_tibial,82.16911799463158,0.30807012695013913,210
cmn205002,colon_sigmoid,73.24752619771516,0.25111379115256105,210
cmn205002,pancreas,123.68908209820705,-0.13103052779538382,210
