ordering,mse,r2,r2_yhat
000000,60.97288345552289,0.3900540255464252,0.6130538644119956
000001,67.44911769183086,0.3603491843472218,0.5875662401819278
000002,71.31041106298622,0.3617960556204492,0.5715140641785947
000010,74.15068267536168,0.389419774374367,0.6058282580420967
000011,78.47608739540814,0.3805563989498834,0.5896832231058452
000012,84.00090167009583,0.3671771872216185,0.5712723462215674
000020,92.12440232754268,0.3751349497631985,0.5781468478870473
000021,95.47775089809642,0.3736641703111797,0.573923890900728
000022,99.47314641769616,0.3714305602415073,0.5663512412446485
000100,59.20909224853023,0.4258285150996961,0.6557474895916713
000101,63.51573470996417,0.4133635506347347,0.6366861716220067
000102,66.20216985299007,0.4204387228847421,0.6306780453785943
000110,67.63032508982732,0.44614115691742,0.6639058971357831
000111,71.6109622470864,0.4362242349998158,0.6528948485294823
000112,76.67644045222252,0.4223561919445028,0.6405599830882058
000120,87.04305143262735,0.4021908765910751,0.6344591502017302
000121,89.78403757757545,0.4025504700993143,0.6285157663160762
000122,91.28347821402096,0.4139525591120259,0.6297740431576987
000200,65.91260670141052,0.4093518325470155,0.6379253429893302
000201,67.54495234416365,0.419774400199524,0.6283158546827694
000202,72.20065494702469,0.4083674453144913,0.6180229756193125
000210,71.29379843011023,0.4434011123118966,0.6633960148963012
000211,80.10120085112713,0.3962318250693664,0.6277823572941064
000212,78.06099418569771,0.4345710864682186,0.6462247107649575
000220,84.93179799496961,0.4303404475456788,0.6587206613302297
000221,86.44010108155088,0.4366351648768529,0.6646650392203239
000222,90.84037819331444,0.4271835774954647,0.6539964005393646
001000,60.02381491901194,0.3280214042301208,0.5736009569520615
001001,64.37097201668705,0.3198919493673247,0.5613448538930611
001002,66.38643891004592,0.3412687172914391,0.5452858769185391
001010,68.78648409642881,0.372477228477982,0.5667710293100843
001011,73.76978752163949,0.3568611634131429,0.5509745900000198
001012,78.9466589964122,0.3453652302255652,0.5359362348811891
001020,85.84271770829311,0.3613708003109415,0.5415911662314772
001021,90.5453712512299,0.3498416466137402,0.5389386162691281
001022,97.26190036637767,0.3288721810245113,0.5177183762643289
