ordering,mse,r2,r2_yhat
000000,37.59438965024266,0.6430638633267907,0.8905568271539126
000001,39.089373921895444,0.637658141890575,0.8844455196304807
000002,42.98047326649533,0.6121740217163067,0.8677459559759173
000010,45.33056972902547,0.651386920972203,0.8908738533554337
000011,49.277674068428425,0.6279557357870359,0.879990897215657
000012,51.1850956447011,0.621582109315789,0.876205030501714
000020,56.2891552578805,0.6475731231840948,0.883761266269552
000021,58.38284017208419,0.6396209253309193,0.878252295539542
000022,62.05312400672823,0.6231873809750861,0.8739426413505883
000100,41.51013348776525,0.6139508344672839,0.8440528184948937
000101,43.23193650619426,0.6066859504397295,0.8461437189409377
000102,46.91318092899126,0.5837281128835987,0.8398537149018409
000110,45.14437722041638,0.6504088395014591,0.8809328711857427
000111,48.264162703673676,0.6326696882352265,0.8724675494292522
000112,49.87221755869104,0.6279259156838317,0.8723250125589646
000120,54.039834095962235,0.6529804610656083,0.8959059089827929
000121,54.87851108364536,0.6523330347635727,0.8950795601309897
000122,55.66088639617489,0.6529003849656119,0.8941071932516174
000200,50.68645711057578,0.5596470694465815,0.7884968389590221
000201,53.041227892460135,0.5479418963531844,0.7886529603045591
000202,57.89736363284442,0.5173253016767387,0.777120386913781
000210,51.65387622846557,0.6134177443062654,0.8320300431804024
000211,54.8376180094992,0.5959227917656305,0.8293923372411618
000212,57.19036765929271,0.5861601536211984,0.8255890524053247
000220,55.71638642689221,0.6453692148675989,0.8663733723973513
000221,57.920903552685935,0.6358785678298716,0.8673332432970762
000222,60.49565651987247,0.6252267587925808,0.8608233253314798
001000,35.82892977546579,0.6346163773729057,0.8634987654598131
001001,37.47815694161215,0.6273179362575974,0.8624182284067445
001002,40.454353395315835,0.6089781951269198,0.8545293508901748
001010,41.93071793317443,0.655802988992841,0.8803831140997664
001011,45.571866972430385,0.6330536421802251,0.864625346947559
001012,47.15854564375665,0.6285331717648439,0.858803934776154
001020,54.62362973512917,0.6372135434760245,0.8617280067465061
001021,56.1599843036521,0.6324670399085776,0.8607148974096562
001022,58.83356608081159,0.6214738376345339,0.8596159408100592
001100,37.71856306126675,0.6194571139084207,0.8497769126328789
001101,39.5486883732741,0.6102031775920909,0.8477656846411129
001102,43.209165132988765,0.5852907550197316,0.8418070823024966
001110,41.17596454095968,0.6562498748213303,0.8813550172305504
001111,44.00496869070661,0.6392796502202946,0.8769940303406273
001112,45.92661088423654,0.6313750808791116,0.867258985817738
001120,47.939116520659525,0.6703696677761848,0.887672571146566
001121,51.401271543948326,0.6515301959895278,0.8799418708407805
001122,52.082862051507554,0.6527070903816123,0.8783087244125087
001200,45.52781747787772,0.5686838344201057,0.7974686961852231
001201,47.907096980277615,0.5553228187024846,0.7942599603795774
001202,51.509718707829684,0.5330173773577718,0.7901653717037229
001210,45.604737037862996,0.6296083283483511,0.8423079297670827
001211,47.19968601640339,0.6229155519341686,0.8428118643316956
001212,50.55896550752652,0.6037828009206085,0.8311437896342636
001220,49.24323686943501,0.661970737084606,0.8800750217590129
001221,52.2016954798607,0.6462992070042999,0.8724088476106984
001222,54.14344771879262,0.6387706438125937,0.8658998635060723
002000,37.32782945698526,0.599581673598893,0.8175689690122165
002001,38.702603456505685,0.595488712799431,0.8285760527791164
002002,43.214478170873534,0.5613746783562645,0.801273028800951
002010,45.15310289020439,0.6108936321528063,0.8269347718176697
002011,47.34468731458162,0.6000070479939079,0.8223932546759054
002012,49.77003565989518,0.5889296832304572,0.8168682401550703
002020,55.59036023151917,0.6135416322632583,0.8352163634665418
002021,60.18380858251761,0.5878717455762379,0.8156184177140534
002022,61.84635421906962,0.5838276943759335,0.809927491786143
002100,37.224434737342804,0.6003414310610304,0.8246547389165921
002101,38.99647214438395,0.5913731465368135,0.8404751627339972
002102,42.76533971860426,0.5641308145970364,0.8213434012442007
002110,41.045241077941476,0.6363331080885826,0.8598678380082446
002111,41.98912424314684,0.6349491613360718,0.859082309478256
002112,45.27791980166891,0.6148859330131986,0.8511867379842029
002120,47.69325750837795,0.6533186103027558,0.8611670021940601
002121,49.382803571928555,0.6462396893286347,0.8603501261081815
002122,51.099528978785735,0.6401614007242393,0.8634614455820409
002200,43.39992505899232,0.559111872416586,0.7997669809633109
002201,46.80490651715894,0.534589317382929,0.786900067354906
002202,49.523519876651825,0.5195903677612574,0.7963968916170889
002210,42.9733534592301,0.6265303830418432,0.8491132337769058
002211,45.75953509250199,0.6090931570414431,0.8472001363944401
002212,48.62065585489812,0.5929433463310856,0.8286366682719759
002220,46.49886412726736,0.6597838130581999,0.8656543548998777
002221,48.18110868797341,0.6522087949848179,0.8700890808343935
002222,49.67326834079921,0.6471679059643344,0.8687074684714122
010000,33.82820259807437,0.6409569832550951,0.9030395695760147
010001,36.44683192454896,0.6232372324512069,0.9010823320931783
010002,38.65491083887928,0.6120764459121999,0.8844883480818135
010010,41.34293972879135,0.6503780881182302,0.8974610612428026
010011,43.78401617949741,0.6370535500910084,0.9000834468094457
010012,47.009726922975815,0.619074234827002,0.8849157196733071
010020,53.41564428667904,0.6372815069898881,0.8841288023890024
010021,54.98172100600353,0.6322651973569411,0.8796581422452135
010022,58.39958526413938,0.6161815633161628,0.8805319508480056
010100,36.71486794259227,0.6159654475737597,0.869705450341728
010101,38.88504376529819,0.6030485115625809,0.8649748141777719
010102,41.084040868632336,0.5920360379001939,0.8587552568926402
010110,39.6128146842746,0.6600899666639407,0.898994439303102
010111,42.708146477587285,0.6403846397018338,0.8921237503862947
010112,44.659582956381946,0.6320434173981422,0.8900511021649585
010120,47.81315984578983,0.6643672436422581,0.9152725683975141
010121,49.82931365991838,0.6552645973287732,0.9099178076479465
010122,51.72607465838276,0.6481704467626954,0.9010572677381143
010200,46.68509346830516,0.543942932974718,0.7944068154824221
010201,48.07676085924944,0.540199078820963,0.7951954426795734
010202,53.19856090101858,0.5034800982571599,0.7846119072782988
010210,46.03098261202367,0.6170665094933958,0.8472707003395722
010211,49.198103244765946,0.5976100423147461,0.8452734502304424
010212,50.83935619922688,0.5923492174871503,0.8394577466892872
010220,50.04708458480213,0.650086971036104,0.8838863729590228
010221,52.064164796115946,0.6408156761737487,0.8819414263071762
010222,54.19796969409875,0.6319691327479926,0.8781327125522641
011000,30.94163491494324,0.6431299481674807,0.8860770285654012
011001,32.31611087601271,0.6375993669085416,0.8825764309447136
011002,35.09757792137446,0.6186355960527918,0.884435460803793
011010,39.16646222754766,0.6432702239866062,0.8855200638395266
011011,41.12744584602823,0.6332097729458399,0.8846116048747696
011012,44.034571462499876,0.6165992889444729,0.8727774297891039
011020,49.70361106748048,0.6394760559305673,0.8683848312696445
011021,52.66147465690972,0.6240216885771981,0.8674398704249293
011022,54.363447661159626,0.6189171331523807,0.8686492730555438
011100,32.179731895915495,0.6298937436714267,0.8780075166273733
011101,34.56470800642911,0.6127369621001726,0.8635865322108985
011102,35.97066915152537,0.608802340423608,0.8663651168109651
011110,35.55509138066094,0.6675257929537242,0.8973451269568844
011111,37.314563689688846,0.6580184940973575,0.897583062644883
011112,40.51297767411953,0.637222538191456,0.8930500709001962
011120,42.437273211637496,0.6783010316058076,0.9021021065069847
011121,45.82852862169047,0.6578770090674764,0.8965147930610772
011122,46.82971449806739,0.6566242694602893,0.8943127608018695
011200,39.19870328770024,0.5765513830167828,0.8179633968097058
011201,41.22680816041477,0.5647218937903836,0.8167179462425435
011202,45.194798280127294,0.5352577743803284,0.8054164040492972
011210,39.87447289966794,0.6357401854219873,0.8674111354466418
011211,40.94166493420744,0.6327312871935065,0.8636709730441751
011212,45.023726585218164,0.6046205167575616,0.8554559427677584
011220,43.65256160238626,0.6676512911262846,0.8903344619902325
011221,45.9622368375015,0.6549898477389249,0.8885953388777299
011222,47.698647415511104,0.6479388517860336,0.8895501915553556
012000,33.1041653625793,0.5944035582594902,0.8442035771893963
012001,34.07167217430803,0.5945702283200516,0.839394728533957
012002,36.986371129614994,0.574125596131587,0.8354997267955702
012010,39.79944430290924,0.6164511503379281,0.8385449201525278
012011,42.91517517024615,0.5953367954012336,0.8279491823818165
012012,44.99283287906139,0.5861838188227495,0.8205715239021261
012020,50.79496782727042,0.6119431648016238,0.8288061782193474
012021,52.02828849716985,0.6089461227279906,0.8290344419935131
012022,56.14974609801644,0.585875814291205,0.8144983279704551
012100,30.537643554413034,0.6216940474565449,0.8711102582193427
012101,33.41829441763789,0.5972681718004219,0.8574690093798986
012102,35.524109497638406,0.5851233225218908,0.8482646852000164
012110,34.70970255290802,0.6521141175947174,0.880246789818212
012111,36.26298206958417,0.6441161354942997,0.8793693283396596
012112,38.55234927431714,0.6307514911367154,0.8830234642786584
012120,41.206016711946674,0.6671726481189413,0.8816813246867885
012121,43.04264042568013,0.6578313757958549,0.8824075066641297
012122,45.45887727068979,0.6453265094435524,0.8831366275394933
012200,36.40228605149815,0.5727635888566683,0.8295776983233818
012201,38.83249369579388,0.5551733828198844,0.819916066155973
012202,40.710575843871666,0.5465606580041695,0.8233237902861785
012210,36.26799363628195,0.641473905505789,0.867134501446245
012211,39.19492731516779,0.619901859351534,0.8674799375452472
012212,40.93734921684209,0.6118467617508816,0.8543201194474007
012220,39.95373635526164,0.6727642905133764,0.884368800649164
012221,42.036781428149084,0.6607730896274253,0.8858181319220381
012222,44.1784387491043,0.6497493665014831,0.8783357798373036
020000,31.396303081767126,0.630271098518882,0.9198014910665601
020001,34.4432286054804,0.6059162947295771,0.9135768014551018
020002,37.0362000883512,0.5897367591767242,0.8971272098124864
020010,39.53715877701803,0.6348505335986399,0.9095980689846671
020011,41.496105798756176,0.6248963616359433,0.9078303699254682
020012,44.03297274445021,0.6115806279724456,0.900965771960382
020020,51.16412675093667,0.6254943558135748,0.8880317237956125
020021,52.61327988424605,0.6210297030795833,0.8875262112122875
020022,56.252725829339234,0.6022753741808986,0.8799048415416866
020100,32.68699189108613,0.6176402274809287,0.8885499982395161
020101,34.99047510374097,0.6015126621764979,0.8835727549012697
020102,37.79557747594713,0.5824556213084657,0.8703692697458874
020110,37.34533718977631,0.6468540232370937,0.9086027943311418
020111,39.044394495034155,0.6382651686489482,0.9126621660461953
020112,41.391090201311144,0.6254617903107289,0.9034532756090277
020120,46.30278477316747,0.6465298611279133,0.9180794986218692
020121,48.24489597009535,0.6373827743974937,0.914463232685414
020122,50.38058494006309,0.6281533396055594,0.9108885144223179
020200,42.638882650527435,0.5336769775919377,0.8014982820511442
020201,44.94922932886565,0.5197429404232647,0.7972599706567189
020202,47.89999191579865,0.5017765351643628,0.7934941375666295
020210,41.58171930007547,0.6171204340580287,0.8621995364421357
020211,44.22277320320207,0.6002486785743923,0.857961578503233
020212,46.7306804390688,0.5865951840796522,0.8525842289555391
020220,46.43549365443388,0.6448539758548784,0.8940076621387057
020221,47.034583835313605,0.6453937134929235,0.8977132732273971
020222,50.23180265310383,0.6276839207749145,0.8918778278038415
021000,27.846394262817505,0.6390812676002198,0.9210484845792282
021001,30.36756154306181,0.6184418568350725,0.9105187165949897
021002,32.89900151378301,0.6007990461199433,0.8930264778974367
021010,36.58622926867833,0.6325624542293786,0.8978533811374761
021011,38.23963911386021,0.6246259132061802,0.8900549384899846
021012,41.43535718919465,0.6037167424662567,0.8804327052718668
021020,47.81243265825034,0.6234350654798365,0.8727621135494155
021021,49.85843830588544,0.6139038706216393,0.8757312838433292
021022,52.56714421613362,0.6008246130122267,0.8686732824994052
021100,27.7441657554291,0.6377278120373671,0.8971437129820996
021101,29.506448214217215,0.6258132663560088,0.8928240164711195
021102,32.505665760868354,0.6012344458491987,0.878106147047885
021110,31.679214386186384,0.6696785330147316,0.9203122790090432
021111,33.514098595474344,0.658161281211858,0.9154879850353905
021112,37.24592426951541,0.6296403020776482,0.9158043707987874
021120,39.725176801975586,0.6695247472340733,0.9182957264148103
021121,41.9523236810153,0.6567139094361081,0.9089896858897545
021122,44.602283330319395,0.6420351907427602,0.9067666619660413
021200,34.7816002878512,0.5726641622304056,0.8319088547976952
021201,36.84944510751813,0.5586885311178377,0.8303424971601547
021202,39.498409907172416,0.5407040535514032,0.8323075579375857
021210,33.82963404298565,0.6534399509167628,0.8911577852320622
021211,37.273148664729945,0.625730273262652,0.883401606728144
021212,39.95453745587976,0.608105346601303,0.8738326917509538
021220,38.19556383558346,0.6785449684829712,0.9115048086964519
021221,40.401062186234164,0.6651652975644478,0.9065695090852656
021222,43.387820126627275,0.6469329272131448,0.9033041286121254
022000,28.647144753643296,0.6011360990938638,0.872542599540972
022001,30.7968204000935,0.5849840245548896,0.8527581155108948
022002,34.050504794243935,0.5576741163930864,0.8331617475138128
022010,36.02236474273259,0.6138936569577378,0.8576414761602609
022011,38.6748986470656,0.5952236661791155,0.8409074963273336
022012,42.056728625483274,0.5716624174633227,0.8262186127589253
022020,48.62422454284878,0.5939613262234491,0.8543755164192011
022021,51.52547033148166,0.5772023274114029,0.8455770225948918
022022,54.67089116222454,0.5604275326431856,0.8368011786035001
022100,26.252851113973758,0.6255506014550255,0.87999302754579
022101,28.200537430153506,0.6101239439487373,0.8747576208688335
022102,30.867929991600136,0.5881162745447605,0.8683498079881034
022110,30.551434176033556,0.6547412699962478,0.8981609599554529
022111,32.288032211228646,0.6435231492999072,0.9001300769811482
022112,34.014522213387814,0.6344568880361505,0.8948820622473855
022120,38.02969817703034,0.6599878987111935,0.8990461296829525
022121,39.13028734253341,0.6561495594645962,0.9022240491925754
022122,42.03081923505749,0.6381092611073023,0.8919931524419442
022200,30.09852370458108,0.5920372986418401,0.849161051682236
022201,32.77084938649582,0.5678730830291262,0.8394831169701055
022202,35.36776082566208,0.5482146723043735,0.838489534088974
022210,31.118737602711082,0.650582729909724,0.8876369035795516
022211,33.29516590795162,0.6340500944016407,0.8824363939556571
022212,35.54386646911667,0.6190224490261472,0.8773767604531758
022220,34.94071802999981,0.6803867037178042,0.8985821347346767
022221,37.033385998063586,0.6666995260174275,0.9006258794232682
022222,38.39165294675827,0.6611208716906003,0.9092169799247899
100000,37.563734696079045,0.6314659176647195,0.8686777065030997
100001,40.19083362454633,0.6153063762949111,0.864788529061205
100002,43.112872278742074,0.5986219464325054,0.856640851888276
100010,45.13108894769591,0.6432289010840072,0.8879837139326753
100011,46.818532804472106,0.6368166584560739,0.8790154547304022
100012,52.442403283486115,0.601846835165269,0.8646525278824839
100020,57.20039549435709,0.6334520110723969,0.8711490293170983
100021,60.19886308186038,0.6197881460777345,0.8656123602027226
100022,62.912411588256184,0.6092341759095636,0.8619335401577569
100100,41.320946368562154,0.6025483453272336,0.830540109168426
100101,43.981998897567664,0.5864379208139159,0.8280996902787156
100102,45.46296253009892,0.5833804167507023,0.8295326929866167
100110,45.80205187196623,0.6348669325402851,0.869127045222936
100111,47.78008493721692,0.625809507126166,0.870387955315286
100112,50.0284000162489,0.616137026408599,0.8626077218827987
100120,54.04310400985047,0.6442087733959974,0.8837579118325432
100121,55.568619785481594,0.6391900421400954,0.8851000147127412
100122,57.18588969664849,0.6346316806342485,0.8838713221450094
